"Owning Library","Create Date","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-BRANT","2020-05-01 15:11:54-04","VIDEO DVD ENT R VOL.1","Reba. The complete first season",,"31006003836244","dvd-2","15.00","PINES-GIFT"
"TRRLS-BRANT","2020-05-01 15:11:54-04","VIDEO DVD ENT R VOL.2","Reba. The complete first season",,"31006003836228","dvd-2","15.00","PINES-GIFT"
"TRRLS-BRANT","2020-05-01 15:11:54-04","VIDEO DVD ENT R VOL.3","Reba. The complete first season",,"31006003836236","dvd-2","15.00","PINES-GIFT"
"TRRLS-BRANT","2020-05-01 15:29:51-04","VIDEO DVD ENT H","A horse for summer",,"31006003836210","dvd-2","10.00","PINES-GIFT"
"TRRLS-BRANT","2020-05-06 10:47:45-04","VIDEO DVD ENT R","The reluctant astronaut",,"31006003836202","dvd-2","10.00","PINES-GIFT"
"TRRLS-BRANT","2020-05-06 10:51:50-04","VIDEO DVD ENT B","Benji's favorite dog tales collection",,"31006003836194","dvd-2","10.00","PINES-GIFT"
"TRRLS-BRANT","2020-05-06 10:53:04-04","VIDEO DVD ENT L","Life of the party",,"31006003836186","dvd-2","15.99","PINES-GIFT"
"TRRLS-BRANT","2020-05-15 15:49:46-04","EASY JAK","Jake and the Never Land pirates",,"31006003838125","book","5.00","PINES-GIFT"
"TRRLS-BRANT","2020-05-15 15:51:37-04","EASY TUM","What the dinosaurs did last night : a very messy adventure","Tuma, Refe.","31006003838117","book","17.00","PINES-GIFT"
"TRRLS-BRANT","2020-05-15 15:53:26-04","EASY LIT","Pete the cat : I love my white shoes","Litwin, Eric.","31006003838109","book","17.99","PINES-GIFT"
"TRRLS-BRANT","2020-05-15 15:55:32-04","EASY FIV","501 things to find.",,"31006003838091","book","14.95","PINES-GIFT"
"TRRLS-BRANT","2020-05-15 15:57:39-04","EASY DAR","Daring dinosaur alphabet",,"31006003838083","book","9.99","PINES-GIFT"
"TRRLS-BRANT","2020-05-15 15:59:44-04","NON FIC 636.5 W","Raising chickens for dummies","Willis, Kimberley.","31006003838075","book","19.99","PINES-GIFT"
"TRRLS-BRANT","2020-05-15 16:01:33-04","YA FIC CLA","The Bane chronicles","Clare, Cassandra.","31006003838067","book","22.99","PINES-GIFT"
"TRRLS-BRANT","2020-05-19 16:23:44-04","LP 346.7303 B","Exposure : poisoned water, corporate greed, and one lawyer's twenty-year battle against Dupont","Bilott, Robert 1965-","31006003838026","book","32.99","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-19 16:25:18-04","LP FIC GAR","Promised","Garriott, Leah","31006003838018","book","30.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-19 16:27:08-04","LP FIC WAT","Deadly diaries","Waterman, C. E.","31006003838000","book","30.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-19 16:29:47-04","LP 347.73 R","Conversations with RBG : Ruth Bader Ginsburg on life, love, liberty, and law","Rosen, Jeffrey 1964-","31006003837994","book","33.99","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-19 16:47:56-04","JUV FIC OSB VOL.1","Tales from the Odyssey","Osborne, Mary Pope.","31006003837986","book","15.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 09:07:52-04","FIC STE","The wedding dress : a novel","Steel, Danielle","31006500076401","book","28.99","PINES-HISTORICAL"
"TRRLS-BRANT","2020-05-20 09:12:11-04","FIC SAL","The catcher in the rye","Salinger, J. D. (Jerome David) 1919-2010","31006500076252","book","16.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 09:22:24-04","FIC SPE","Hid from our eyes","Spencer-Fleming, Julia","31006500076260","book","27.99","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 09:29:13-04","FIC PIN","Hide away","Pinter, Jason","31006500076278","book","15.95","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 09:31:48-04","FIC MAC","The boy, the mole, the fox and the horse","Mackesy, Charlie","31006500076286","book","22.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 09:35:08-04","FIC LED","Stop at nothing : a novel","Ledwidge, Michael","31006500076294","book","26.99","PINES-THRILLER"
"TRRLS-BRANT","2020-05-20 09:41:38-04","NON FIC 398.2097 F","Foxfire story : oral tradition in Southern Appalachia",,"31006500076302","book","19.95","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 09:44:00-04","FIC BOU","The bramble and the rose : a Henry Farrell novel","Bouman, Tom","31006500076310","book","25.95","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 10:08:05-04","FIC ADL","Victim 2117 : a Department Q novel","Adler-Olsen, Jussi","31006500076328","book","28.00","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 10:14:50-04","FIC ROT","Chosen ones","Roth, Veronica","31006500076336","book","26.99","PINES-FANTASY"
"TRRLS-BRANT","2020-05-20 10:22:32-04","FIC LAW","Hammer to fall : a Joe Wilderness novel","Lawton, John 1949-","31006500076344","book","26.00","PINES-SPY"
"TRRLS-BRANT","2020-05-20 10:26:42-04","FIC CAR","Savage son : a thriller","Carr, Jack (Joint pseudonym)","31006500076351","book","28.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 10:35:48-04","NON FIC 152.42 K","Laughter yoga : daily practices for health and happiness","Kataria, Madan","31006500076369","book","16.00","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 11:09:02-04","YA FIC OST","The maple murders","Ostow, Micol","31006003837960","book","19.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 11:13:29-04","FIC WOO","The Englisch daughter","Woodsmall, Cindy","31006500076385","book","15.99","PINES-CHRISTFIC"
"TRRLS-BRANT","2020-05-20 11:14:47-04","JUV FIC KOR","The unteachables","Korman, Gordon","31006003837952","book","19.36","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 11:19:02-04","JUV FIC ELL","Bo and the dragon-pup","Elliott, Rebecca","31006003837945","book","15.36","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 11:20:45-04","FIC YBA","The Chisholm Trail bride","Y'Barbo, Kathleen","31006500076393","book","12.99","PINES-CHRISTFIC"
"TRRLS-BRANT","2020-05-20 11:23:01-04","FIC BAL","Walk the wire","Baldacci, David","31006500076419","book","29.00","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 11:23:54-04","JUV FIC WES","Land of the spring dragon","West, Tracey 1965-","31006003837937","book","15.36","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 11:24:57-04","FIC GUN","Being known : a novel","Gunn, Robin Jones 1955-","31006500076427","book","15.99","PINES-CHRISTFIC"
"TRRLS-BRANT","2020-05-20 11:28:02-04","JUV FIC ELL","Trip to the pumpkin farm","Elliott, Rebecca","31006003837929","book","15.36","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 11:28:20-04","FIC SAN","Masked prey","Sandford, John 1944 February 23-","31006500076435","book","29.00","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 11:41:17-04","JUV FIC ELL","Eva's campfire adventure","Elliott, Rebecca","31006003837911","book","15.36","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 11:49:22-04","JUV FIC BUR","Friends rock!","Burnell, Heather Ayris","31006003837903","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 11:56:52-04","EASY FEU","Let's have a sleepover!","Feuti, Norman","31006003837895","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 11:59:54-04","EASY BRA","Beneath the bed and other scary stories","Brallier, Max","31006003837887","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:06:20-04","NON FIC 333.5068 S","Landlord like an engineer : a practical guide to managing your rental property","Sturtevant, Richard","31006500076468","book","24.99","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 12:10:56-04","EASY FLO","Surf's up!","Flowers, Luke","31006003837879","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:12:29-04","EASY FEN","Hello, Crabby!","Fenske, Jonathan","31006003837861","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:23:32-04","EASY BUR","Don't worry, bee happy","Burach, Ross","31006003837853","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:33:15-04","NON FIC 649.125 D","Parenting the new teen in the age of anxiety : a complete guide to your child's stressed, depressed, expanded, amazing adolescence","Duffy, John 1964 August 19-","31006500076476","book","18.95","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 12:34:05-04","EASY RYL","Poppleton and friends","Rylant, Cynthia","31006003837846","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:34:47-04","FIC FOX","Gone by midnight","Fox, Candice","31006500076484","book","27.99","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 12:37:00-04","FIC FRI","Running out of road","Friedman, Daniel 1981-","31006500076492","book","26.99","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 12:40:47-04","FIC STE","The last tourist","Steinhauer, Olen","31006500076500","book","27.99","PINES-SPY"
"TRRLS-BRANT","2020-05-20 12:42:36-04","FIC HEN","You are not alone","Hendricks, Greer","31006500076518","book","27.99","PINES-THRILLER"
"TRRLS-BRANT","2020-05-20 12:43:52-04","EASY GRE","I am a super girl!","Greenawalt, Kelly","31006003837838","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:46:41-04","JUV FIC WES","Hermes and the horse with wings","West, Tracey 1965-","31006003837820","book","15.49","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:49:37-04","FIC MOR","The love story of Missy Carmichael","Morrey, Beth","31006500076534","book","26.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:51:21-04","JUV FIC SYK","Ava and Star","Sykes, Julie","31006003837812","book","16.36","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:54:40-04","JUV FIC SMA","Penny the puppy","Small, Lily","31006003837804","book","15.49","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 12:59:06-04","FIC NOV","One perfect summer","Novak, Brenda","31006500076542","book","27.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 13:01:20-04","JUV NF 793.93 R","Minecraft STEM challenge. Build a city","Rooney, Anne","31006003837796","book","23.49","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 13:05:19-04","EASY ARN","Fly guy presents : monster trucks","Arnold, Tedd","31006003837788","book","13.89","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 13:06:45-04","EASY KAN","Pinkalicious and the merminnies","Kann, Victoria","31006003837770","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 13:08:37-04","EASY PAR","Operation fix Marabelle","Parent, Nancy","31006003837762","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 13:09:42-04","EASY WES","Meet the spies","West, Alexandra","31006003837754","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 13:43:17-04","FIC ROS","The yellow bird sings","Rosner, Jennifer","31006500076559","book","25.99","PINES-HISTORICAL"
"TRRLS-BRANT","2020-05-20 13:44:33-04","EASY BRA","You've gotta be kitten me","Braun, Travis 1990-","31006003837747","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 13:49:01-04","BIO EARP","Ride the devil's herd : Wyatt Earp's epic battle against the West's biggest outlaw gang","Boessenecker, John 1953-","31006500076567","book","29.99","PINES-BIOGRAPHY"
"TRRLS-BRANT","2020-05-20 13:49:53-04","EASY FRI","T.O.T.S.: Tiny Ones Transport Service. Bunny bunanza","Friedman, Becky","31006003837739","book","14.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 13:52:52-04","EASY SCH","Daniel loves playtime!","Schwartz, Alexandra Cassel","31006003837721","book","13.89","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 13:53:48-04","FIC BEL","Something she's not telling us : a novel","Bell, Darcey","31006500076575","book","26.99","PINES-THRILLER"
"TRRLS-BRANT","2020-05-20 13:57:12-04","FIC PET","Secrets of my heart","Peterson, Tracie","31006500076583","book","22.99","PINES-CHRISTFIC"
"TRRLS-BRANT","2020-05-20 13:57:58-04","EASY TES","I'm a true blue friend : a colorful book about friendship","Testa, Maggie","31006003837713","book","14.39","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:03:59-04","FIC NOR","Last couple standing : a novel","Norman, Matthew","31006500076591","book","27.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:05:03-04","EASY DEW","Llama Llama Mother's Day present",,"31006003837705","book","14.89","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:05:52-04","FIC SIL","The two lives of Lydia Bird : a novel","Silver, Josie","31006500076609","book","26.00","PINES-ROMANCE"
"TRRLS-BRANT","2020-05-20 14:09:08-04","NON FIC 346.7305 C","Estate planning basics","Clifford, Denis","31006500076617","book","24.99","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 14:10:31-04","FIC CAR","Sunrise on Half Moon Bay","Carr, Robyn","31006500076625","book","27.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:11:48-04","FIC ROS","The Jerusalem assassin","Rosenberg, Joel C. 1967-","31006500076633","book","27.99","PINES-CHRISTFIC"
"TRRLS-BRANT","2020-05-20 14:12:37-04","EASY PRA","Daddies","Prap, Lila 1955-","31006003837697","book","16.96","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:13:09-04","FIC MAR","The water keeper","Martin, Charles 1969-","31006500076641","book","26.99","PINES-CHRISTFIC"
"TRRLS-BRANT","2020-05-20 14:14:38-04","EASY HAR","Best of Marvel / written by Derek Harmening, Jennifer H. Keast, and Rachel Halpern ; illustrated by Art Mawhinney.","Harmening, Derek","31006003838968","book","22.36","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:15:10-04","FIC SWA","Eight perfect murders : a novel","Swanson, Peter 1968-","31006500076658","book","27.99","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 14:17:19-04","FIC QUI","Hour of the assassin : a novel","Quirk, Matthew","31006500076666","book","27.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:19:49-04","EASY BAJ","I love you, Baby Shark [Release date Jan. 8, 2020] : doo, doo, doo, doo, doo, doo","Bajet, John John (ILT)","31006003838950","book","16.36","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:20:31-04","FIC MON","Across the way","Monroe, Mary","31006500076674","book","26.00","PINES-THRILLER"
"TRRLS-BRANT","2020-05-20 14:23:32-04","FIC TYL","Redhead by the side of the road","Tyler, Anne","31006500076682","book","26.95","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:26:30-04","FIC WIN","Broken : six short novels","Winslow, Don 1953-","31006500076690","book","27.99","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 14:28:33-04","NON FIC 613.712 U","Find your path : honor your body, fuel your soul, and get strong with the Fit52 life","Underwood, Carrie 1983-","31006500076708","book","30.00","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 14:31:25-04","FIC SMI","Blackwood","Smith, Michael F. (Michael Farris) 1970-","31006500076716","book","27.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-20 14:33:36-04","FIC ROS","Miss Julia knows a thing or two","Ross, Ann B.","31006500076724","book","27.00","PINES-MYSTERY"
"TRRLS-BRANT","2020-05-20 14:35:38-04","FIC HOO","Hidden Salem","Hooper, Kay","31006500076732","book","27.00","PINES-THRILLER"
"TRRLS-BRANT","2020-05-20 14:38:44-04","NON FIC 323.43 S","The NRA : the unauthorized history","Smyth, Frank (Journalist)","31006500076740","book","28.99","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 14:47:49-04","NON FIC 155.92 S","The gift of forgiveness : inspiring stories from those who have overcome the unforgivable","Schwarzenegger, Katherine","31006500076757","book","20.00","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 14:49:44-04","NON FIC 973.922 P","The house of Kennedy","Patterson, James 1947-","31006500076765","book","29.00","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 14:51:29-04","FIC JOH","A good day for a massacre","Johnstone, William W.","31006500076773","book","27.95","PINES-WESTERN"
"TRRLS-BRANT","2020-05-20 14:54:53-04","NON FIC 782.4216 L","Me & Patsy, kickin' up dust : my friendship with Patsy Cline","Lynn, Loretta","31006500076781","book","28.00","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-20 14:56:41-04","FIC KIN","If it bleeds : new fiction","King, Stephen 1947-","31006500076799","book","30.00","PINES-HORROR"
"TRRLS-BRANT","2020-05-21 07:10:50-04","FIC KID","The book of longings","Kidd, Sue Monk","31006500076807","book","28.00","PINES-HISTORICAL"
"TRRLS-BRANT","2020-05-21 07:14:50-04","JUV FIC APP","The one and only Bob","Applegate, Katherine","31006500076815","book","18.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 07:17:47-04","NON FIC 639.34 C","Aquarium fish","Cleave, Andrew","31006500076526","book","25.95","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-21 07:20:52-04","FIC WIN","The book of lost friends : a novel","Wingate, Lisa","31006500076823","book","28.00","PINES-HISTORICAL"
"TRRLS-BRANT","2020-05-21 07:24:22-04","JUV FIC LEW","Trolls World Tour : the deluxe junior novelization","Lewman, David","31006500076450","book","9.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 07:25:49-04","JUV FIC LEW","Trolls world tour","Lewman, David","31006500076443","book","10.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 13:37:38-04","AUDIO CD FIC BOL","The split : a novel","Bolton, S. J.","31006500076831","audiobook","45.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 13:45:09-04","AUDIO CD 978.0209 C","Tombstone : the Earp brothers, Doc Holliday, and the vendetta ride from hell","Clavin, Thomas","31006500076849","audiobook","39.99","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-21 13:48:01-04","AUDIO CD 306.893 D","Untamed","Doyle, Glennon 1976-","31006500076856","audiobook","40.00","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-21 13:49:17-04","AUDIO CD FIC BAL","Walk the wire","Baldacci, David","31006500076864","audiobook","40.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 13:51:20-04","AUDIO CD FIC SAN","Masked prey","Sandford, John 1944 February 23-","31006500076872","audiobook","40.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 13:52:33-04","ADUIO CD FIC FEE","Lethal game","Feehan, Christine","31006500076880","audiobook","39.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 13:54:22-04","AUDIO CD FIC KIN","If it bleeds","King, Stephen 1947-","31006500076898","audiobook","39.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 13:56:45-04","AUDIO CD BIO KILMER","I'm your Huckleberry : a memoir","Kilmer, Val 1959-","31006500076906","audiobook","29.99","PINES-BIOGRAPHY"
"TRRLS-BRANT","2020-05-21 13:58:34-04","AUDIO CD FIC WHI","Have you seen me? : a novel of suspense","White, Kate 1950-","31006500076914","audiobook","39.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 14:00:23-04","AUDIO CD FIC CAR","Sunrise on Half Moon Bay : a novel","Carr, Robyn","31006500076922","audiobook","34.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-21 14:01:21-04","AUDIO CD FIC GRI","Camino winds : a novel","Grisham, John","31006500076930","audiobook","45.00","PINES-FICTION"
"TRRLS-BRANT","2020-05-26 11:47:12-04","AUDIO CD 978.02 B","Ride the devil's herd : Wyatt Earp's epic battle against the West's biggest outlaw gang","Boessenecker, John 1953-","31006003839552","audiobook","44.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-26 11:49:54-04","AUDIO CD FIC GRA","The final deception","Graham, Heather","31006003839545","audiobook","34.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-26 11:51:48-04","AUDIO CD FIC HOW","After sundown","Howard, Linda 1950-","31006003839537","audiobook","39.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-26 11:57:24-04","AUDIO CD FIC DAN","Heartbreaker","Daniels, B. J.","31006003839529","audiobook","34.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-26 12:40:57-04","NON FIC 346.052 D 2020","Plan your estate.",,"31006500076948","book","44.99","PINES-NONFICTION"
"TRRLS-BRANT","2020-05-26 14:24:12-04","FIC MEH","Dead end","Mehl, Nancy","31006003839503","book","15.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-26 14:26:01-04","FIC DEE","Before I called you mine","Deese, Nicole","31006003839495","book","14.99","PINES-FICTION"
"TRRLS-BRANT","2020-05-26 15:48:41-04","FIC HAN","Starfish Pier : a Hope Harbor novel","Hannon, Irene","31006003839487","book","15.99","PINES-FICTION"
